experiment,fold_label,n_test,test_borda,oracle,cpsat_baseline,accuracy,inner_cv_score,fit_seconds,best_params
SVM-RBF/log_quantile,2021,91,52.83384438345227,64.91235187306762,52.690987240595135,0.7802197802197802,0.604692079988585,97.60996603965759,"{""C"": 4.157768651083725, ""gamma"": 0.0013625220514033507, ""class_weight"": null}"
SVM-RBF/log_quantile,2022,92,54.512942744004846,66.40072708234466,54.275380541480686,0.717391304347826,0.6055009500003382,91.2441668510437,"{""C"": 66.41419233514915, ""gamma"": 0.048267319107743206, ""class_weight"": null}"
SVM-RBF/log_quantile,2023,90,49.988862063568654,63.33144559857347,51.967456022152945,0.6333333333333333,0.6034305661210497,65.60912108421326,"{""C"": 5.611072753072333, ""gamma"": 0.21883621680105145, ""class_weight"": null}"
SVM-RBF/log_quantile,2024,84,52.265767961485615,61.514870262974675,49.34045550057922,0.7380952380952381,0.5950726201121758,97.16924619674683,"{""C"": 1.4420605263110018, ""gamma"": 0.4810393128035827, ""class_weight"": null}"
SVM-RBF/log_quantile,2025,77,42.65981427629053,59.0246616000226,37.11278670593358,0.6493506493506493,0.6021614406774634,82.79683065414429,"{""C"": 8.541445756653427, ""gamma"": 0.11011046483207129, ""class_weight"": null}"
SVM-RBF/log_robust,2011,100,57.38114484035514,66.59337066371282,54.94205904206017,0.71,0.6003164404515439,34.26862716674805,"{""C"": 2.773274959105446, ""gamma"": 0.3421375051798483, ""class_weight"": ""balanced""}"
SVM-RBF/log_robust,2012,100,52.78989029205003,66.58671597450157,54.50189823459618,0.72,0.6042893938829954,34.71358823776245,"{""C"": 4.46882984697569, ""gamma"": 0.28606714241232917, ""class_weight"": ""balanced""}"
SVM-RBF/log_robust,2013,96,58.0272381518528,68.86924626030311,51.489262248403776,0.8020833333333334,0.6022568867916392,33.209675788879395,"{""C"": 5.307353831692445, ""gamma"": 0.0854079556532025, ""class_weight"": null}"
SVM-RBF/log_robust,2014,98,61.28667369851081,67.56570461498421,63.81705734616651,0.8367346938775511,0.5970028645647764,23.90285873413086,"{""C"": 83.51291151022839, ""gamma"": 4.4846689014480905, ""class_weight"": ""balanced""}"
SVM-RBF/log_robust,2015,91,54.614596495749474,65.52510745661893,51.768805222471634,0.7692307692307693,0.600552451368818,31.665738344192505,"{""C"": 1.450827916649564, ""gamma"": 9.779394531240257, ""class_weight"": null}"
SVM-RBF/log_robust,2016,95,58.36383291713377,61.63289378370745,55.98267855075409,0.8,0.6026193467841438,32.51514220237732,"{""C"": 5.204754507048073, ""gamma"": 1.9885151407152257, ""class_weight"": null}"
SVM-RBF/log_robust,2017,92,54.498926917451065,67.2822326415988,50.90809450050229,0.782608695652174,0.6047121133522237,31.83479952812195,"{""C"": 2.5534249081298945, ""gamma"": 4.371469867113762, ""class_weight"": null}"
SVM-RBF/log_robust,2018,90,56.94853690698018,63.23556268932011,56.76675090065444,0.8333333333333334,0.6019194383583242,34.12590932846069,"{""C"": 1.984353531767505, ""gamma"": 0.4041110876463178, ""class_weight"": null}"
SVM-RBF/log_robust,2019,89,55.089073458268274,62.528114675166705,53.68709459764611,0.7752808988764045,0.6041765519102433,32.87512183189392,"{""C"": 24.03919319542969, ""gamma"": 0.46449550442774057, ""class_weight"": ""balanced""}"
SVM-RBF/log_robust,2020,94,54.297325856928445,61.60641204711305,49.62408215816311,0.776595744680851,0.6146462861180901,17.93748927116394,"{""C"": 64.89364648460669, ""gamma"": 0.015321658080737911, ""class_weight"": null}"
SVM-RBF/log_robust,2021,91,52.83384438345227,64.91235187306762,52.690987240595135,0.7802197802197802,0.6054113900777811,22.488617658615112,"{""C"": 0.6015048753028214, ""gamma"": 0.2872734852622318, ""class_weight"": null}"
SVM-RBF/log_robust,2022,92,54.78576356805904,66.40072708234466,54.275380541480686,0.7065217391304348,0.6068044368874486,31.90367031097412,"{""C"": 4.473616279978161, ""gamma"": 0.44652145750313205, ""class_weight"": null}"
SVM-RBF/log_robust,2023,90,49.988862063568654,63.33144559857347,51.967456022152945,0.6333333333333333,0.6054586275080763,30.473270177841187,"{""C"": 3.1005963907194056, ""gamma"": 3.0110253188569875, ""class_weight"": null}"
